Let's make hamburgers this evening.;Vamos fazer hamburgers está noite.
He has made five goals.;Ele fez 5 gols.
I have made a little party.;Eu fiz uma festinha.
Would you like to make a cup of tea? ;Você gostaria de fazer uma xícara de chá?
We made a two-years deal.;Nós fizemos um acordo de dois anos.
I won't make an exception for you.;Eu não farei uma exceção para você.
We need to have faith. ;Nós precisamos ter fé.
Does she need me? ;Ela precisa de mim?
Would I need you? ;Eu precisaria de você?
I need the car yesterday.;Eu precisei do carro ontem.
You don't need to screaming.;Você não precisa gritar.
You need to smile more.;Você precisa sorrir mais.
We need to have a talk.;Nós precisamos ter uma conversa.
What do you need to do?;O que você precisa fazer?
I won't need to wake up early.;Eu não precisarei acordar cedo.
He needs to play with his son.;Ele precisa brincar com o filho dele.
She doesn't try talking to me.;Ela não tenta falar comigo.
Have you tried to make? ;Você tentou fazer?
She tries talking to me.;Ela tenta conversar comigo.
Has she tried to send me the e-mail?;Ela tentou me enviar um e-mail?
I try to be happy.;Eu tento ser feliz.
I would like to try again.;Eu gostaria de tentar de novo.
Hes didn't try to walk last Saturday. ;Ele não tentou caminhar no último sábado.
He has tried to scare the children.;Ele tentou assustar as crianças.
I tried to stop smoking last year.;Eu tentei parar de fumar ano passado.
I have wanted milk.;Eu quis leite.
Does she want water?;Ela quer água?
All I want is arriving home.;Tudo que eu quero é chegar em casa.
She hasn't been adorable like I have wanted.;Ela não foi adorável como eu queria.
Have you wanted to be famous? ;Você quis ser famoso?
I never wanted to hurt her.;Eu nunca quis magoar ela.;Estudar regra do porque não ser o passado sem tempo.
They want to watch that movie.;Eles querem assistir aquele filme.
What do you want to eat on Christmas?;O que você quer comer no natal?
I don't work.;Eu não trabalho.
I wouldn't work as professor.;Eu não trabalharia como professor.
I didn't work last year.;Eu não trabalhei ano passado.
She hasn't worked with my father.;Ela não trabalhava com o meu pai.
But she works.;Mas ela trabalha.
The company has bought steel.;A empresa comprou aço.
Have you bought the refrigerator? ;Você comprou a geladeira?
She would go out to buy a gift.;Ela sairia para comprar um presente.
He wants to buy evetything.;Ele quer comprar tudo.
I have sold three washing machines.;Eu vendi 3 máquinas de lavar.
The selfish guy sells fish.;O cara egoísta vendi peixe.
You haven't paid the bill.;Você não pagou a conta.
You will pay for that.;Você pagará por isso.
Would you pay for this price?;Você pagaria por esse preço?
If you pay, I will thank  ;Se você pagar eu agradecerei.
Have I paid? ;Eu paguei? 
He will deal;Ele negociará.
Does he deal for peace? ;Ele negocia pela paz? 
They have dealt to me.;Eles negociaram comigo.
Do you spend a lot? ;Você gasta muito?
She spends nonstop.;Ela gasta sem parar.
I don't spend time with this.;Eu não gasto tempo com isso.
Are you owing money?;Você está devendo dinheiro?
You owe me.;Você me deve.
How much have you owed? ;Quanto você devia?
He hasn't stopped billing my husband.;Ele não parou de cobrar meu marido.
Have you billed the customer? ;Você cobrou o cliente? 
She bills hardly my father.;Ela cobra duramente o meu pai.
I love you forever.;Eu amo você para sempre.
I loved her for all my life.;Eu amei ela por toda a vida.
I have loved that song.;Eu amava aquela música.
She wouldn't love this hit. ;Ela não amaria esse sucesso musical.
We love walking in the afternoon.;Nós amamos caminhar a tarde.
Has he loved the movie? ;Ele amou o filme?
Does he love the United States?;Ele ama os estados unidos?
We love the freedom.;Nós amamos a liberdade.
The easterns  have loved the westerns.;Os orientais amaram os ocidentais.
I love calling to you.;Eu amo ligar para você.
I don't like vegetables.;Eu não gosto de vegetais.
She didn't like greenery when she was ten. ;Ela não gostava de verduras aos 10 anos.
But now she likes.;Mas agora ela gosta.
She likes because she has tried.;Ela gosta porque ela experimentou.
They don't like eastern culture.;Eles não gostam da cultura oriental.
They like themselves.;Elas gostam delas.
He hates the United Kingdom.;Ele odeia o Reino Unido.
He hates mexican food.;Ele odeia comiga mexicana.
She has hated not having wisdon.;Ela odiava não ter sabedoria.
I hate when you delay. ;Eu odeio quando você se atrasa.
I will rejoice when you win.;Eu me alegrarei quando você vencer.
Would you rejoice with my visit?;Você se alegraria com a minha visita?
She has rejoiced me. ;Ela me alegrou.
There is a man there.;Há um homem lá.
There are thousand men here. ;Há mil homens aqui.
There was a fly in my soup yesterday.;Tinha uma mosca na minha sopa ontem.
There has not been any house there.;Não tinha nenhuma casa lá.
There is nothing here.;Não tem nada aqui.
Was there something good yesterday?;Havia algo bom ontem? 
There has not been no one on the street. ;Não tinha ninguém na rua.
There have been three black cars.;Tinham 3 carros pretos.
Would there be food? ;Haveria comida?
I guess there is food. ;Eu acho que tem comida.
There is not parking where I have parked my car.;Não há estacionamento onde eu estacionei o carro.
There has been a roach.;Tinha uma barata.
There would be somebody.;Teria alguém.
Will there be water for everybody? ;Haverá água para todo mundo? 
Yes, there will be.;Sim, haverá.
I shall go there.;Eu devo ir lá.
I shall travel to South Korea.;Eu devo viajar para a Coréia do Sul.
She shall be arrested.;Ela deve ser presa.
She shall work this Saturday.;Ela deve trabalhar esse sábado.
Shall we go?;Nós devemos ir?
You shall go away.;Você deve ir embora.
I shan't not know. (shall not);Eu não devo saber.
He shall bear this problem.;Ele deve suportar esse problema.
You shall improve your grades.;Vocês devem melhorar suas notas.
They shall begin to study soon.;Ele devem começar a estudar logo.
I should go.;Eu deveria ir.
She should be there.;Ela deveria estar lá.
You should thank me.;Você deveria me agradecer.
She should learn another language.;Ela deveria aprender outra lingua.
I should write a book.;Eu deveria escrever um livro.
It shouldn't stink like this.;Isso não deveria feder assim.
Shouldn't he pay the bills yesterday? ;Ele não deveria pagar as contas ontem?
I should sleep early.;Eu deveria dormir cedo.
He can come here.;Ele pode vir aqui.
I can't run.;Eu não posso correr.
Can you aid me soon?;Você pode me ajudar daqui a pouco?
Can you help us ? ;Você pode nós socorrer?
Can you cook today? ;Você pode cozinhar hoje?
What can happen to me? ;O que pode acontecer comigo?
Who can win the game? ;Quem pode vencer o jogo? 
I can tomorrow.;Eu conseguirei amanhã.
She can.;Ela consegue.
I can drive.;Eu posso dirigir.
He can't drive.;Ele não pode dirigir.
I could see fear in your eyes.;Eu podia ver medo em seus olhos.;Treinar melhor a regra envolvida.
Could you give me the sugar? ;Você poderia me dar o açucar?
He could be more polite.;Ele poderia ser mais educado.
Could she come here tomorrow? ;Ela poderia vir aqui amanhã?
I couldn't do anything.;Eu não poderia fazer nada.
When could you buy newspapers to me? ;Quando você poderia comprar jornais para mim?
What time could you go? ;Que horas você poderia ir?
They couldn't fail this time.;Eles não poderia falhar dessa vez.
Could you bring a glass of water for him, please?;Você poderia trazer um copo d'agua para ele, por favor?
We couldn't travel last year.;Nós não podemos viajar ano passado.
I heard the song yesterday.;Eu ouvi a música ontem.
She hears here.;Ela ouve aqui.
She doesn't hear here.;Ela não ouve aqui.
She hasn't heard.;Ela não ouvia.
I heard you hurted her heart yesterday.;Eu ouvi que você machucou o coração dela ontem.;Acho que aqui o professor errou, pois hurt é verbo irregular, e não deveria ser hurted.
I haven't listened nothing.;Eu não escutei nada.
When I see I don't listen.;Quando eu vejo eu não escuto.
He can't listen you.;Ele não pode escutar você.
Have you felt it? ;Você sentiu isso?
Actually, I feel good.;Na verdade, eu me sinto bem.
I have felt love.;Eu senti amor.
She doesn't feel.;Ela não sente.
I have been feeling.;Eu estava sentindo.
Do you eat with spoon? ;Vocês comem com colher?
She eats with fork and knife.;Ela come com garfo e faca.
Does your brother eat salad? ;Seu irmão come salada?
What do you eat? ;O que você come?
What have you eaten? ;O que você comeu?
He doesn't drink.;Ele não bebe.
She drinks.;Ela bebe.
Does she drink?  ;Ela bebe?
She hasn't drunk, I have drunk.;Ela não bebeu, eu bebi.
I didn't drink yesterday.;Eu não bebi ontem.
I drank yesterday.;Eu bebi ontem.
I saw one of your friends last night.;Eu vi um dos seus amigos noite passada.
She sees her daughter just at the night.;Ela vê sua filha somente a noite.
Did you see the psychobabble yesterday? ;Você viu a besteira ontem?
She saw the psychobabble yesterday.;Ela viu a besteira ontem.
I will see my father.;Eu verei meu pai.
Has she smelt your perfume? ;Ela cherou o seu perfume?
It doesn't smell good.;Isso não cheira bem.
I have smelt his breath, unhappily.;Eu cheirei o hálito dele infelizmente.
Does my hair smell good? ;O meu cabelo cheira bem? 
The girl smelt a rose yesterday.;A garota cherou uma rosa ontem.
My daughter has smiled to me.;Minha filha sorriu para mim.
That guy is charismatic and he smiles to everybody.;Aquele cara é carismático e sorri para todo mundo.
Why didn't you smile yesterday? ;Por que você não sorriu ontem?
I smile almost every time.;Eu sorrio quase toda hora.
Why are you laughing? ;Por que você está rindo? 
I am laughing at you.;Eu estou rindo de você.
I can't stop laughing.;Eu não consigo parar de rir.
She always laughs.;Ela sempre ri.
I laugh in the face of danger.;Eu rio na cara do perigo.
Whe did I cry? ;Quando eu chorei? 
He cries.;Ele chora.
Have you ever cried? ;Você jamais chorou?
He is breathing.;Ele está respirando.
I will breathe even without breath.;Eu respirarei mesmo sem fôlego.
Every fish breathes underwater.;Todo peixe respira dentro da água.
How many hours do you sleep per day? ;Quantas horas você dorme por dia?
I sleep seven hours.;Eu durmo 7 horas.
Yesterday I went to sleep at midnight.;Ontem eu fui dormir meia noite.
What time did you wake? ;Que horas você acordou? 
I woke very early at six in the morning.;Eu acordei bem cedo às seis da manhã.
I usually wake late on Sundays.;Eu geralmente acordo tarde aos domingos.
Where did she live last year?;Onde ela morou ano passado?
The following year I lived in São Paulo. ;O ano seguinte eu morei em Sâo Paulo.
Would you live in Alaska?;Você viveria no Alasca? 
I would die for my dear family.;Eu morreria por minha querida família.
Jesus died in my place.;Jesus morreu em meu lugar.
Jesus died to save a crowd of repentant of sinners;Jesus morreu para salvar uma multidão de pecadores arrependidos.
Would you do? ;Você realizaria?
Will you do? ;Você fará?
I did yesterday.;Eu fiz ontem.
Has he done?;Ele fez?
I wouldn't do.;Eu não faria.
He does.;Ele faz.
You do.;Você faz.
You don't do.;Você não faz.
He will do.;Ele fará.
Will he do?;Ele fará?
Do you do?;Você faz?
Would you do? ;Você faria?
Did you do yesterday? ;Você realizou ontem?
How do you do it? ;Como você faz isso?
I have done a great job.;Eu realizei um grande trabalho.
I usually do my homework after my dinner. ;Eu geralmente faço a minha lição depois do jantar.
They did their best last weekend.;Eles fizeram o seu melhor no último fim de semana.
Can you do me a favor? ;Você pode me fazer um favor?
He does everything for his mother.;Ele faz tudo pela mãe dele.
I have had.;Eu tive.
Does she have? ;Ela tem?
He has.;Ele tem.
She won't have.;Ela não terá.
I would have.;Eu teria.
Did she have yesterday? ;Ela tinha ontem?
He hasn't had.;Ele não tinha.
Have you had? ;Você teve?
Will you have time to study tomorrow? ;Você terá tempo para estudar amanhã? 
Did you have classes yesterday? ;Você teve aulas ontem? 
Will you have kids? ;Você terá filhos? 
She hasn't had good moments, I have had.;Ela não teve bons momentos, eu tive.
Let's have fun.;Deixe-nos ter diversão.
I had three little puppies in my childhood. ;Eu tive 3 cachorrinhos na infância.
I have a good neighborhood.;Eu tenho uma boa vizinhança.
You will have problems, but don't hate it.;Você terá problemas, mas não odei isso.
Do we have  chance? ;Nós temos uma chance?
This guy hasn't had so much luck.;Esse cara não teve muita sorte.
I will have cake and coke.;Eu terei bolo e coca.
I have need for speed.;Eu tenho necessidade de velocidade.
He has a breave heart.;Ele tem um coração valente.
Do you have courage to fight? ;Você tem coragem para lutar? 
I have had five cars.;Eu tinha cinco carros.
You have to have a job. ;Você tem que ter um emprego.
My living room has a nice atmosphere.;Minha sala tem um ambiente legal.
But the outside has a bad environment.;Mas do lado de fora tem um ambiente ruim.
I have had strength, have you had? ;Eu tinha força, você teve? 
Would you have told me? ;Você teria me contado?
She hasn't had luck.;Ela não teve sorte.
I get a bus to my job.;Eu pego ônibus para o trabalho.;com sacrifício (coringas= get or take)
I have taken a bus to the stadium.;Eu peguei um ônibus para o estádio.;sem sacrifício
He has got a car to drive in São Paulo.;Ele alugou um carro para dirigir em São Paulo.;com sacrifício
She took a car to drive in the town yesterday.;Ela alugou um carro para dirigir na cidadizinha ontem.;sem sacrifício
He will get North Pole in Winter.;Ele irá para o Pólo Norte no Inverno.;com sacrifício
We have taken a photo.;Nós tiramos uma foto.;sem sacrifício
She has got portuguese.;Ela aprendeu português.;com sacrifício
You will take english.;Você aprenderá inglês.;sem sacrifício
Have you got it?;Vocês entenderam?;com sacrifício
Have you taken it? ;Vocês entenderam?;sem sacrifício
I have got Chemistry.;Eu entendi química.;com sacrifício
I have taken the tickets.;Eu consegui os ingressos.;sem sacrifício
Where do you get your strength? ;Onde você consegue a sua força?;com sacrifício
Did you take the message yesterday?;Você captou a mensagem ontem?;sem sacrifício
How do you get these things? ;Com você adquiri essas coisas?;com sacrifício
Where do you take these things?;Onde você pega essas coisas?;sem sacrifício
She hasn't said Hi to me.;Ela não disse oi para mim.
I have said.;Eu disse.
She doesn't say Hello.;Ela não diz olá.
I say to you and she says to me.;Eu digo a você e ela diz para mim.
I told yesterday.;Eu contei ontem.
I will tell you the secret.;Eu contarei para você o segredo.
I have told, I will go.;Eu contei que eu irei.
Don't tell lies to me.;Não conte mentiras para mim.
I will speak to fifteen people.;Eu vou falar para 15 pessoas.
The guy just has spoken psychobabble.;O cara só falou bobeira.
I was speaking about this yesterday.;Eu estava falando disso ontem.
Did you talk to me yesterday?;Você conversou comigo ontem?
I talked to my physician this morning.;Eu conversei com o meu médico hoje de manhã.
I am gonna talk tomorrow for sure.;Eu conversarei amanhã com certeza.
I want to sing alone.;Eu quero cantar sozinho.
That singer sings super well.;Aquela cantora canta super bem.
Jonh sings every end of year.;João canta todo fim de ano.
I called to my parents yesterday.;Eu liguei para os meu pais ontem.
I have called to my father, haven't you called? ;Eu liguei para o meu pai, você não ligou?
She will call by names.;Ela chamará pelos nomes.
Do you understand what I mean ? ;Você entende o que eu quero dizer?
It means yes.;Isso quer dizer que sim.
What does it mean? ;O que isso quer dizer?
I know this pizza is yours.;Eu sei que essa pizza é sua.
I have known.;Eu soube.
I have known he hasn't drunk.;Eu soube que ele não bebeu.
She has known she hasn't had.;Ela sabia que ela não tinha.
He knew yesterday.;Ele soube ontem.
I didn't believe in you yesterday.;Eu não acreditei em você ontem.
Do you believe? ;Você acredita? 
She believes in my word.;Ela acredita na minha palavra.
I think so.;Eu penso que sim.
i don't think so.;Eu penso que não.
Is that all you can think? ;Isso é tudo que você pode pensar?
Did you think about my brother yesterday? ;Você pensou sobre o meu irmão ontem?
What do you guess about it? ;O que você acha disso?
I guess that I can.;Eu acho que eu consigo.
He guesses it is possible.;Ele acha que é possível.
I can't understand it.;Eu não consigo entender isso.
What part haven't you understood? ;Que parte você não entendeu? 
They never understand anything.;Eles nunca entendem nada.
Don't forget the unforgettable.;Não esqueça o inesquecível.
Never forget that.;Nunca esqueça isso.
I have gone there, do you remember? ;Eu fui lá, você lembra? 
She remembers.;Ela lembra.
Try to remember.;Tente lembrar.
I am going to (gonna) go;Eu irei.;use gonna
Are you going to (gonna) go? ;Você irá? ;use gonna
She is going to (gonna) be.;Ela estará.;use gonna
I am going to (gonna) say the truth.;Eu direi a verdade.;use gonna
I am not going to (gonna) tell nobody. ;Eu não contarei para ninguém.;use gonna
I am going to (gonna) be busy tomorrow.;Eu estarei ocupado amanhã.;use gonna
I am going to be (gonna) in Campinas.;Eu estarei em Campinas.;use gonna
He is not going to go (gonna) with me.;Ele não irá comigo.;use gonna
Are you going to (gonna) work tomorrow? ;Você trabalhará amanhã?;use gonna
She is going to (gonna) study.;Ela estudará.;use gonna
I am going to (gonna) tell you.;Eu contarei para você.;use gonna
Is she going to (gonna) forgive? ;Ela perdoará? ;use gonna
I am going to (gonna) remember.;Eu lembrarei.;use gonna
I am going to (gonna) attend accountancy.;Eu cursarei contabilidade.;use gonna
Is he going to go to his job? ;Ele irá para o trabalho dele? ;use gonna
Are you going to(gonna) go with me? ;Você irá comigo?;use gonna
She is going to (gonna) go together, don't you think? ;Ela quererar ir junto, você não acha?;use gonna
He isn't going to (gonna) answer the phone.;Ele não atenderá o telefone.;use gonna
I am going to (gonna) buy.;Eu comprarei.;use gonna
We aren't going to (gonna) forget.;Nós não esqueceremos.;use gonna
I am not going to (gonna) be here tomorrow.;Eu não estarei aqui amanhã.;use gonna
It's not going to (gonna) rain tomorrow.;Não choverá amanhã.;use gonna
I wouldn't thank for this.;Eu não agradeceria por isso.
Thank me for that.;Agradeça-me por isso.
Have you thanked him? ;Você agradeceu ele?
She hasn't thanked, but I have thanked.;Ela não agradeceu, mas eu agradeci.
He didn't thank last Saturday.;Ele não agradeceu sábado passado.
He thanked last night.;Ele agradeceu noite passada.
I will thank all day.;Eu agradecerei o dia todo.
He thanks every day.;Ele agradece todo dia.
Thank God.;Graças a Deus.
I give thanks to God for my repentances.;Eu dou graças a Deus pelos meus arrepemdimentos.
They have thanked for fraternity.;Eles agradeceram pela fraternidade.
I will appreciate you.;Eu agradecerei você 1000 %.;agradecer 1000 %
I appreciated him ten minutes ago.;Eu agradeci ele a 10 minutos atrás.;agradecer 1000 %
She has appreciated and she has gone away.;Ela agradeceu e foi embora.;agradecer 1000 %
Have you appreciated her? ;Você agradeceu ela?;agradecer 1000 %
We won't appreciate.;Nós não agradeceremos.;agradecer 1000 %
Would she appreciate you? ;Ela agradeceria você?;agradecer 1000 %
You haven't appreciated me.;Você não me agradeceu.;agradecer 1000 %
Would you please? ;Você agradaria?
Do you please?;Você agrada?
I please.;Eu agrado.
She pleases.;Ela agrada.
Have you pleased?;Você agradou?
Has she pleased?;Ela agradou?
She has pleased.;Ela agradou.
This movie doesn't please.;Esse filme não agrada.
Please me if you forgive me.;Me agrada se você me perdoar.
I would please my wife with gifts.;Eu agradaria a minha esposa com presentes.
Have you pleased the boss?;Você agradou o chefe?
Excuse me.;Desculpe-me.
Ignorance of the law doesn't excuse anybody.;A ignorância da lei não desculpa ninguém.
My daughter won't apologize him.;Minha filha não desculpará ele.
My friend apologized me yesterday.;Meu amigo me desculpou ontem.
He doesn't apologize.;Ele não descupa.
I apologize you.;Eu desculpo você.
She has apologized me.;Ela me desculpou.
Has he apologized you?;Ele desculpou você?
I have apologized because she has been sorry.;Eu desculpei por que ela estava sentida.
I have been sorry and I have apologized him.;Eu estava com pena e desculpei ele.
My apologizies. I am sorry for that.;Desculpa. Eu estou sentido por aquilo.
I want to (wanna) apologize my friend.;Eu quero desculpar meu amigo.
I apologize your fault.;Eu desculpo sua culpa.
I forgive you for that.;Eu perdoo você por isso.
She forgives seventy times seven.;Ela perdoa 70 vezes 7.
You have forgiven.;Você perdoou.
It sounds interesting.;Isso soa interessante.
It hasn't sounded well.;Isso não soou bem.
It doesn't sound bad.;Isso não soa mal.
I look like you.;Eu pareço você.;de aparência
I seem you.;Eu pareço você.;de temperamento
She looks like her mother.;Ela parece a mãe dela.;de aparência
She seems her mother.;Ela parece a mãe dela.;de temperamento
You looked like your father when you were a baby.;Você parecia o seu pai quando você era bebê.;de aparência
He seems fearful.;Ele parece medroso.;de temperamento
Do you look like more your father or your mother? ;Você parece mais o seu pai ou a sua mãe?;de aparência
They seem boring.;Eles parecem chatos.;de temperamento
Does he look like me or look like you? ;Ele parece comigo ou com você?;de aparência
Does he seem to be calm or hot-headed?;Ele parece ser calmo ou temperamental? ;de temperamento
She has been with my father.;Ela estava com o meu pai.
Has she been with my father?;Ela estava com o meu pai?
I have been here.;Eu estava aqui.
Were you here yesterday? ;Você estava aqui ontem?
He has been.;Ele estava.
Has she been wrong?;Ela estava errada?
What is wrong?;O que está errado?
She isn't wrong. I am.;Ela não está errada. Eu estou.
I would be there.;Eu estaria lá.
I have been in Rio de Janeiro.;Eu estive no Rio de Janeiro.
Are you there?;Você está aí?
The most have been understandable.;A maioria era entendível.
That isn't for them.;Isso não é para eles.
My hearth is literally tired;Meu coração está literalmente cansado.
He is hurting her heart.;Ele está machucando o coração dela.
I am not boring.;Eu não sou chato.
The old me was shy.;Antigamente eu era tímido.
The old you were proud.;Antigamente você era orgulhoso.
I am so proud of you.;Eu estou muito orgulhoso de você.
You should be more polite.;Você deveria ser mais educado.
He tries being.;Ela tenta ser.
They were children.;Eles eram crianças.
I was a messy child.;Eu fui uma criança bagunceira.
I am pretty good singing.;Eu sou muito bom em cantar.
The internet has been good.;A internet estava boa.
Is it raining?;Está chovendo?
She will be a good wife.;Ela será uma boa esposa.
We were little children.;Nós eramos pequenas crianças.
He has been right.;Ele estava certo.
Would you be in the office? ;Você estaria no escritório?
I have been in my bedroom.;Eu estive no meu quarto.
The type of car will be that.;O tipo de carro será aquele.
Is not she fine?;Ela não está bem?
I have been thanking her.;Eu estava agradecendo ela.
Why would I be knowing something?;Por que eu estaria sabendo de algo?
Is she your step-sister?;Ela é sua meia irmã?
I am talking to my mother.;Eu estou conversando com minha mãe.
My mother is cooking.;Minha mãe está cozinhando.
My brother-in-law is german.;Meu cunhado é alemão.
I have been working while you have worked.;Eu estava trabalhando enquanto você trabalhava.
The brazilians have been a different folk.;Os brasileiros eram um povo diferente.
What do you want to be?;O que você quer ser?
What were you doing there yesterday?;O que você estava fazendo lá ontem?
I was a fool.;Eu fui um tolo.;Não entendi por que é passado com o tempo, e não passado sem tempo. Deve trata-se de uma exceção que deve ser estudada melhor em sua devida seção, ou através da gramática.
Have I been?;Eu era?;Não entendi por que é passado sem o tempo, levando-se em consideração o exemplo anterior. Deve trata-se de uma exceção que deve ser estudada melhor em sua devida seção, ou através da gramática.
You are a selfish.;Você é um egoísta.
Is she sick ?;Ela está doente?
The room is pleasant.;O espaço é agradável.
Would they be? ;Eles seriam?
The book is over the desk.;O livro está sobre a mesa.
My travel has been unforgettable.;Minha viagem foi inesquecível.
I was fired.;Eu fui demitido.;Não entendi por que é passado com o tempo, e não passado sem tempo. Deve trata-se de uma exceção que deve ser estudada melhor em sua devida seção, ou através da gramática.
Everybody has been in the building.;Todo mundo estava no prédio.
The sick has been cheerful.;O doente estava cheio de alegria.
I am so stupid.;Eu sou muito burro.
I wasn't stupid in school.;Eu não era burro na escola.
I was stupid.;Eu era burro.
He has been watching.;Ele estava assitindo.
She hasn't been old. ;Ela não era velha.;Verificar se o professor respondeu minha dúvida.
She wasn't old in Two Thousand.;Ela não era velha no ano 2000.
He is the bad apple.;Ele é a ovelha negra.;Parafraseando
The winner is the same of the last year.;O vencedor é o mesmo do ano passado.
It is a pleasure to meet you.;É um prazer conhecer você.
Her book is with her.;O livro dela está com ela.
It isn't bullshit.;Isso não é mentira cabeluda.;Parafraseando
Who has been with you?;Quem estava com você?
Whose this key is? ;De quem é está chave?
Has she been a cheerleader? ;Ela era uma lider de torcida?
Are you knowing something?;Você está sabendo de alguma coisa?
Will your friend be in the movies tomorrow? ;Seu amigo estará no cinema amanhã?
Will you be mother? ;Você será mãe?
My grandma was my neighbor in nineties.;Minha vovó era minha vizinha nos anos noventa.
Money isn't everything.;Dinheiro não é tudo.
That is all folks!;Isso é tudo pessoal.
Nothing is impossible to him. ;Nada é impossível para ele.
You haven't been like him.;Você não era como ele.
She is like this since that time. ;Ela está assim desde aquela vez.
I have been on the bottom of the pool.;Eu estava no fundo da piscina.
The type isn't this exactly. ;O tipo não é esse exatamente.
But it has been.;Mas era.
This can be serious. ;Isso pode ser grave.
I was great yesterday.;Eu estive ótimo ontem.
Are you confortable in your job? ;Você está confortável em seu trabalho? 
The dog is arrested by its dog-collar.;O cachorro está preso pela coleira dele.
I am disappointed with myself.;Eu estou desapontado comigo mesmo.
I was being  stupid.;Eu estava sendo burro.
Would you work? 
Are you ready?
Did she know yesterday?;Ela soube ontem?
Have you gone there?;Você foi lá?
Where have you gone?;Onde você foi?
What do you fix?;O que você conserta?
Will you sing?
When will you sing?
Do you eat mexican food?
Was he yesterday?
How was he yesterday?
Has she been good?;Ela estava bem?
When will she help me?;Quando ela me ajudará?
Would I know?;Eu saberia?
What would I know?
Do you believe in the media?;Você acredita na mídia?
Does the media lie? ;A mídia mente?
Does she date?
When were you working?;Quando você estava trabalhando?
How beautiful is she?;Quão bonita ela é?
Has he been polite?;Ele foi educado?
Has he been polite to you?;Ele foi educado com você?
Has my brother been polite to you?;Meu irmão foi educado com você?
Did mey brother talk to you yesterday?;Meu irmão conversou com você ontem?
Would you say me?;Você me diria?
What would she say to me?;O que ela me diria?
Have you been?;Você estava?
Have you been cooking?
Did you try last Sunday?;Você tentou no domingo?
Has she wanted?;Ela queria?
What have you learnt?;O que você aprendeu?
Will you be?;Você estará?
Where are you?;Onde você está?
Have you bought gift?;Você comprou presente?
Where have you bought?;Onde você comprou?
Did it rain last night?;Choveu noite passada?
Is it raining?;Está chovendo?
Where do you hide?;Onde você esconde?
Why do you love me?;Por que você me ama?
Will you pay?;Você pagará?
Has he forgotten?;Ele esqueceu?
What have we forgotten?;O que nós esquecemos?
Does he pray?;Ele ora?
Where do you study?;Onde você estuda?
Where are you studying?;Onde você está estudando?
Would you work in the cemetery?;Você trabalharia no cemitério?
What book did you read last week?;Que livro você leu semana passada?
Who are you?;Quem é você?
Is she writer?;Ela é escritora?
Do you write? 
Does she drive? 
Do you drink? 
Do you pray? 
Do I hate? 
Does she sing? 
Do I agree? 
Does he fight? 
Do I remember? 
Do you want? 
Do you let? 
Does she hear? 
Do you listen?
Do you focus? 
Does it fly? 
Does she write? 
What does she write? 
Do you need? 
What do you need? 
Is he? 
Are you? 
What are you? 
Do you work? 
Where do you work? 
Does he spend? 
Does he spend money? 
Do you surf? 
Where do you surf? 
Do you know?
What do you know?
Do you know cooking? or Do you know to cook?
Do you want? 
Do you want drink? 
Did she dance yesterday?
Did he scream yesterday?
Did you count stars last saturday? 
Did you tell the story yesterday?
Did you speak yesterday?
Did you know to speak English last year? 
Did you say yesterday?
What did you say yesterday?
Did she talk yesterday? 
Did you walk last weekend? 
Did he fix yesterday? 
Did you love yesterday? 
Did you travel last year?
When did you travel? 
Did he grow? 
Did I forget? 
What did I forget? 
When did I lie? 
Were you yesterday? 
Were you happy yesterday? 
Was he yesterday? 
Was he sad yesterday? 
Why was he sad yesterday?
Did it happen?
Did you believe in politicians until last year? 
Did you eat yesterday? 
Did you read your Bible today? 
Did you check the documents? 
Was I sleeping now? 
Was I sleeping during the movie? 
Will you teach? 
Will you go? 
Will you come? 
Will you come back? 
Will you wake early tomorrow? 
Will he watch?
Will he wash the car? 
Will you remember? 
Will she find? 
Will you study economy? ;Or will you study contability? 
Will you travel next week? 
When will you go? 
Will you like? 
Will he clean? 
Will we play soccer?
Will you play guitar? 
Will she play with dolls? 
Will you be? 
Will you be working? 
Will you ask? 
When will you ask? 
Will he file?
Will the judge file?
Will you answer? 
Will you sell? 
Will you buy a new car? 
Will the beautiful girl try? 
Will I feel?
Will I feel pain? 
Will It fit? 
Would you like?
Would you paid?
Would you pay to watch that movie? 
Would she go? 
Would you date with me? 
Would you die? 
Would you die for me? 
Would you be? 
Would I be? 
Would he be crazy? 
Would you mess?
Would mess my life?
Where would you go? 
Would you build? 
Would I follow? 
Would they like? 
Would she hurt my heart? 
Would you live in Rio de Janeiro?
Would she live? 
Would you give me a gift? 
Would you forgive me? 
Would you like to install? 
Would you uninstall? 
Would we learn? 
Would you become? 
Would she hide? 
Would I cry for this? 
Would you thank? 
Would you say it again? 
Have you liked?
Has she loved?;Ela amou?
Have you forgiven?;Você perdou? 
Have you driven?
Have you given money?;Você deu o dinheiro?
Has he spoken?
Have you worked?;Você trabalhou?
Has he believed in you?;Ele acreditou em você?
Has she gone to the bank?;Ela foi ao banco?
Have you agreed?;Você concordou?
Why have you agreed?;Por que você concordou?
Has she sung?;Ela cantou?
How has she sung?;Como ela cantou?
Has Mr. John Piper written?
What has Mr. John Piper written?;O que o senhor John Piper escreveu?
Have you known?
Has the bird flown?
What have you felt?
Have you let?
Have you loved?
Have you drunk water?
Have you fixed?
Have you been?
Has she been fine?
Have you been working?
Have I woken boring?
Have you prayed?
Has he been polite?
Has he liked?
